segment_path,target_label,source,original_file,split,start_sec,end_sec,feature_path
data\segments\esc50\1-47709-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47709-A-16.wav,train,0.0,2.0,data\features\esc50\1-47709-A-16_seg00.npy
data\segments\esc50\1-47709-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47709-A-16.wav,train,1.0,3.0,data\features\esc50\1-47709-A-16_seg01.npy
data\segments\esc50\1-47709-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47709-A-16.wav,train,2.0,4.0,data\features\esc50\1-47709-A-16_seg02.npy
data\segments\esc50\1-47709-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47709-A-16.wav,train,3.0,5.0,data\features\esc50\1-47709-A-16_seg03.npy
data\segments\esc50\1-47714-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47714-A-16.wav,train,0.0,2.0,data\features\esc50\1-47714-A-16_seg00.npy
data\segments\esc50\1-47714-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47714-A-16.wav,train,1.0,3.0,data\features\esc50\1-47714-A-16_seg01.npy
data\segments\esc50\1-47714-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47714-A-16.wav,train,2.0,4.0,data\features\esc50\1-47714-A-16_seg02.npy
data\segments\esc50\1-47714-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-47714-A-16.wav,train,3.0,5.0,data\features\esc50\1-47714-A-16_seg03.npy
data\segments\esc50\1-50060-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\1-50060-A-10.wav,train,0.0,2.0,data\features\esc50\1-50060-A-10_seg00.npy
data\segments\esc50\1-50060-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\1-50060-A-10.wav,train,1.0,3.0,data\features\esc50\1-50060-A-10_seg01.npy
data\segments\esc50\1-50060-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\1-50060-A-10.wav,train,2.0,4.0,data\features\esc50\1-50060-A-10_seg02.npy
data\segments\esc50\1-50060-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\1-50060-A-10.wav,train,3.0,5.0,data\features\esc50\1-50060-A-10_seg03.npy
data\segments\esc50\1-51035-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51035-A-16.wav,train,0.0,2.0,data\features\esc50\1-51035-A-16_seg00.npy
data\segments\esc50\1-51035-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51035-A-16.wav,train,1.0,3.0,data\features\esc50\1-51035-A-16_seg01.npy
data\segments\esc50\1-51035-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51035-A-16.wav,train,2.0,4.0,data\features\esc50\1-51035-A-16_seg02.npy
data\segments\esc50\1-51035-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51035-A-16.wav,train,3.0,5.0,data\features\esc50\1-51035-A-16_seg03.npy
data\segments\esc50\1-51036-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51036-A-16.wav,train,0.0,2.0,data\features\esc50\1-51036-A-16_seg00.npy
data\segments\esc50\1-51036-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51036-A-16.wav,train,1.0,3.0,data\features\esc50\1-51036-A-16_seg01.npy
data\segments\esc50\1-51036-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51036-A-16.wav,train,2.0,4.0,data\features\esc50\1-51036-A-16_seg02.npy
data\segments\esc50\1-51036-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51036-A-16.wav,train,3.0,5.0,data\features\esc50\1-51036-A-16_seg03.npy
data\segments\esc50\1-51037-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51037-A-16.wav,train,0.0,2.0,data\features\esc50\1-51037-A-16_seg00.npy
data\segments\esc50\1-51037-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51037-A-16.wav,train,1.0,3.0,data\features\esc50\1-51037-A-16_seg01.npy
data\segments\esc50\1-51037-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51037-A-16.wav,train,2.0,4.0,data\features\esc50\1-51037-A-16_seg02.npy
data\segments\esc50\1-51037-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-51037-A-16.wav,train,3.0,5.0,data\features\esc50\1-51037-A-16_seg03.npy
data\segments\esc50\1-53467-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-53467-A-47.wav,train,0.0,2.0,data\features\esc50\1-53467-A-47_seg00.npy
data\segments\esc50\1-53467-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-53467-A-47.wav,train,1.0,3.0,data\features\esc50\1-53467-A-47_seg01.npy
data\segments\esc50\1-53467-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-53467-A-47.wav,train,2.0,4.0,data\features\esc50\1-53467-A-47_seg02.npy
data\segments\esc50\1-53467-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-53467-A-47.wav,train,3.0,5.0,data\features\esc50\1-53467-A-47_seg03.npy
data\segments\esc50\1-54065-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-A-45.wav,train,0.0,2.0,data\features\esc50\1-54065-A-45_seg00.npy
data\segments\esc50\1-54065-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-A-45.wav,train,1.0,3.0,data\features\esc50\1-54065-A-45_seg01.npy
data\segments\esc50\1-54065-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-A-45.wav,train,2.0,4.0,data\features\esc50\1-54065-A-45_seg02.npy
data\segments\esc50\1-54065-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-A-45.wav,train,3.0,5.0,data\features\esc50\1-54065-A-45_seg03.npy
data\segments\esc50\1-54065-B-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-B-45.wav,train,0.0,2.0,data\features\esc50\1-54065-B-45_seg00.npy
data\segments\esc50\1-54065-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-B-45.wav,train,1.0,3.0,data\features\esc50\1-54065-B-45_seg01.npy
data\segments\esc50\1-54065-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-B-45.wav,train,2.0,4.0,data\features\esc50\1-54065-B-45_seg02.npy
data\segments\esc50\1-54065-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-54065-B-45.wav,train,3.0,5.0,data\features\esc50\1-54065-B-45_seg03.npy
data\segments\esc50\1-54958-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\1-54958-A-10.wav,train,0.0,2.0,data\features\esc50\1-54958-A-10_seg00.npy
data\segments\esc50\1-54958-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\1-54958-A-10.wav,train,1.0,3.0,data\features\esc50\1-54958-A-10_seg01.npy
data\segments\esc50\1-54958-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\1-54958-A-10.wav,train,2.0,4.0,data\features\esc50\1-54958-A-10_seg02.npy
data\segments\esc50\1-54958-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\1-54958-A-10.wav,train,3.0,5.0,data\features\esc50\1-54958-A-10_seg03.npy
data\segments\esc50\1-56311-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\1-56311-A-10.wav,train,0.0,2.0,data\features\esc50\1-56311-A-10_seg00.npy
data\segments\esc50\1-56311-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\1-56311-A-10.wav,train,1.0,3.0,data\features\esc50\1-56311-A-10_seg01.npy
data\segments\esc50\1-56311-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\1-56311-A-10.wav,train,2.0,4.0,data\features\esc50\1-56311-A-10_seg02.npy
data\segments\esc50\1-56311-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\1-56311-A-10.wav,train,3.0,5.0,data\features\esc50\1-56311-A-10_seg03.npy
data\segments\esc50\1-62509-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-62509-A-45.wav,train,0.0,2.0,data\features\esc50\1-62509-A-45_seg00.npy
data\segments\esc50\1-62509-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-62509-A-45.wav,train,1.0,3.0,data\features\esc50\1-62509-A-45_seg01.npy
data\segments\esc50\1-62509-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-62509-A-45.wav,train,2.0,4.0,data\features\esc50\1-62509-A-45_seg02.npy
data\segments\esc50\1-62509-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-62509-A-45.wav,train,3.0,5.0,data\features\esc50\1-62509-A-45_seg03.npy
data\segments\esc50\1-63871-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\1-63871-A-10.wav,train,0.0,2.0,data\features\esc50\1-63871-A-10_seg00.npy
data\segments\esc50\1-63871-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\1-63871-A-10.wav,train,1.0,3.0,data\features\esc50\1-63871-A-10_seg01.npy
data\segments\esc50\1-63871-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\1-63871-A-10.wav,train,2.0,4.0,data\features\esc50\1-63871-A-10_seg02.npy
data\segments\esc50\1-63871-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\1-63871-A-10.wav,train,3.0,5.0,data\features\esc50\1-63871-A-10_seg03.npy
data\segments\esc50\1-64473-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-64473-A-45.wav,train,0.0,2.0,data\features\esc50\1-64473-A-45_seg00.npy
data\segments\esc50\1-64473-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-64473-A-45.wav,train,1.0,3.0,data\features\esc50\1-64473-A-45_seg01.npy
data\segments\esc50\1-64473-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-64473-A-45.wav,train,2.0,4.0,data\features\esc50\1-64473-A-45_seg02.npy
data\segments\esc50\1-64473-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-64473-A-45.wav,train,3.0,5.0,data\features\esc50\1-64473-A-45_seg03.npy
data\segments\esc50\1-69760-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-69760-A-16.wav,train,0.0,2.0,data\features\esc50\1-69760-A-16_seg00.npy
data\segments\esc50\1-69760-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-69760-A-16.wav,train,1.0,3.0,data\features\esc50\1-69760-A-16_seg01.npy
data\segments\esc50\1-69760-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-69760-A-16.wav,train,2.0,4.0,data\features\esc50\1-69760-A-16_seg02.npy
data\segments\esc50\1-69760-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-69760-A-16.wav,train,3.0,5.0,data\features\esc50\1-69760-A-16_seg03.npy
data\segments\esc50\1-70300-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-70300-A-45.wav,train,0.0,2.0,data\features\esc50\1-70300-A-45_seg00.npy
data\segments\esc50\1-70300-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-70300-A-45.wav,train,1.0,3.0,data\features\esc50\1-70300-A-45_seg01.npy
data\segments\esc50\1-70300-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-70300-A-45.wav,train,2.0,4.0,data\features\esc50\1-70300-A-45_seg02.npy
data\segments\esc50\1-70300-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-70300-A-45.wav,train,3.0,5.0,data\features\esc50\1-70300-A-45_seg03.npy
data\segments\esc50\1-7057-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\1-7057-A-12.wav,train,0.0,2.0,data\features\esc50\1-7057-A-12_seg00.npy
data\segments\esc50\1-7057-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\1-7057-A-12.wav,train,1.0,3.0,data\features\esc50\1-7057-A-12_seg01.npy
data\segments\esc50\1-7057-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\1-7057-A-12.wav,train,2.0,4.0,data\features\esc50\1-7057-A-12_seg02.npy
data\segments\esc50\1-7057-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\1-7057-A-12.wav,train,3.0,5.0,data\features\esc50\1-7057-A-12_seg03.npy
data\segments\esc50\1-88409-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-A-45.wav,train,0.0,2.0,data\features\esc50\1-88409-A-45_seg00.npy
data\segments\esc50\1-88409-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-A-45.wav,train,1.0,3.0,data\features\esc50\1-88409-A-45_seg01.npy
data\segments\esc50\1-88409-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-A-45.wav,train,2.0,4.0,data\features\esc50\1-88409-A-45_seg02.npy
data\segments\esc50\1-88409-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-A-45.wav,train,3.0,5.0,data\features\esc50\1-88409-A-45_seg03.npy
data\segments\esc50\1-88409-B-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-B-45.wav,train,0.0,2.0,data\features\esc50\1-88409-B-45_seg00.npy
data\segments\esc50\1-88409-B-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-B-45.wav,train,1.0,3.0,data\features\esc50\1-88409-B-45_seg01.npy
data\segments\esc50\1-88409-B-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-B-45.wav,train,2.0,4.0,data\features\esc50\1-88409-B-45_seg02.npy
data\segments\esc50\1-88409-B-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\1-88409-B-45.wav,train,3.0,5.0,data\features\esc50\1-88409-B-45_seg03.npy
data\segments\esc50\2-101676-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-101676-A-10.wav,train,0.0,2.0,data\features\esc50\2-101676-A-10_seg00.npy
data\segments\esc50\2-101676-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\2-101676-A-10.wav,train,1.0,3.0,data\features\esc50\2-101676-A-10_seg01.npy
data\segments\esc50\2-101676-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\2-101676-A-10.wav,train,2.0,4.0,data\features\esc50\2-101676-A-10_seg02.npy
data\segments\esc50\2-101676-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\2-101676-A-10.wav,train,3.0,5.0,data\features\esc50\2-101676-A-10_seg03.npy
data\segments\esc50\2-104105-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-A-19.wav,train,0.0,2.0,data\features\esc50\2-104105-A-19_seg00.npy
data\segments\esc50\2-104105-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-A-19.wav,train,1.0,3.0,data\features\esc50\2-104105-A-19_seg01.npy
data\segments\esc50\2-104105-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-A-19.wav,train,2.0,4.0,data\features\esc50\2-104105-A-19_seg02.npy
data\segments\esc50\2-104105-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-A-19.wav,train,3.0,5.0,data\features\esc50\2-104105-A-19_seg03.npy
data\segments\esc50\2-104105-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-B-19.wav,train,0.0,2.0,data\features\esc50\2-104105-B-19_seg00.npy
data\segments\esc50\2-104105-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-B-19.wav,train,1.0,3.0,data\features\esc50\2-104105-B-19_seg01.npy
data\segments\esc50\2-104105-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-B-19.wav,train,2.0,4.0,data\features\esc50\2-104105-B-19_seg02.npy
data\segments\esc50\2-104105-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\2-104105-B-19.wav,train,3.0,5.0,data\features\esc50\2-104105-B-19_seg03.npy
data\segments\esc50\2-104952-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-A-16.wav,train,0.0,2.0,data\features\esc50\2-104952-A-16_seg00.npy
data\segments\esc50\2-104952-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-A-16.wav,train,1.0,3.0,data\features\esc50\2-104952-A-16_seg01.npy
data\segments\esc50\2-104952-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-A-16.wav,train,2.0,4.0,data\features\esc50\2-104952-A-16_seg02.npy
data\segments\esc50\2-104952-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-A-16.wav,train,3.0,5.0,data\features\esc50\2-104952-A-16_seg03.npy
data\segments\esc50\2-104952-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-B-16.wav,train,0.0,2.0,data\features\esc50\2-104952-B-16_seg00.npy
data\segments\esc50\2-104952-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-B-16.wav,train,1.0,3.0,data\features\esc50\2-104952-B-16_seg01.npy
data\segments\esc50\2-104952-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-B-16.wav,train,2.0,4.0,data\features\esc50\2-104952-B-16_seg02.npy
data\segments\esc50\2-104952-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-104952-B-16.wav,train,3.0,5.0,data\features\esc50\2-104952-B-16_seg03.npy
data\segments\esc50\2-105270-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-105270-A-47.wav,train,0.0,2.0,data\features\esc50\2-105270-A-47_seg00.npy
data\segments\esc50\2-105270-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-105270-A-47.wav,train,1.0,3.0,data\features\esc50\2-105270-A-47_seg01.npy
data\segments\esc50\2-105270-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-105270-A-47.wav,train,2.0,4.0,data\features\esc50\2-105270-A-47_seg02.npy
data\segments\esc50\2-105270-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-105270-A-47.wav,train,3.0,5.0,data\features\esc50\2-105270-A-47_seg03.npy
data\segments\esc50\2-106849-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-106849-A-47.wav,train,0.0,2.0,data\features\esc50\2-106849-A-47_seg00.npy
data\segments\esc50\2-106849-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-106849-A-47.wav,train,1.0,3.0,data\features\esc50\2-106849-A-47_seg01.npy
data\segments\esc50\2-106849-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-106849-A-47.wav,train,2.0,4.0,data\features\esc50\2-106849-A-47_seg02.npy
data\segments\esc50\2-106849-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-106849-A-47.wav,train,3.0,5.0,data\features\esc50\2-106849-A-47_seg03.npy
data\segments\esc50\2-109371-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-A-16.wav,train,0.0,2.0,data\features\esc50\2-109371-A-16_seg00.npy
data\segments\esc50\2-109371-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-A-16.wav,train,1.0,3.0,data\features\esc50\2-109371-A-16_seg01.npy
data\segments\esc50\2-109371-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-A-16.wav,train,2.0,4.0,data\features\esc50\2-109371-A-16_seg02.npy
data\segments\esc50\2-109371-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-A-16.wav,train,3.0,5.0,data\features\esc50\2-109371-A-16_seg03.npy
data\segments\esc50\2-109371-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-B-16.wav,train,0.0,2.0,data\features\esc50\2-109371-B-16_seg00.npy
data\segments\esc50\2-109371-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-B-16.wav,train,1.0,3.0,data\features\esc50\2-109371-B-16_seg01.npy
data\segments\esc50\2-109371-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-B-16.wav,train,2.0,4.0,data\features\esc50\2-109371-B-16_seg02.npy
data\segments\esc50\2-109371-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-B-16.wav,train,3.0,5.0,data\features\esc50\2-109371-B-16_seg03.npy
data\segments\esc50\2-109371-C-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-C-16.wav,train,0.0,2.0,data\features\esc50\2-109371-C-16_seg00.npy
data\segments\esc50\2-109371-C-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-C-16.wav,train,1.0,3.0,data\features\esc50\2-109371-C-16_seg01.npy
data\segments\esc50\2-109371-C-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-C-16.wav,train,2.0,4.0,data\features\esc50\2-109371-C-16_seg02.npy
data\segments\esc50\2-109371-C-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-C-16.wav,train,3.0,5.0,data\features\esc50\2-109371-C-16_seg03.npy
data\segments\esc50\2-109371-D-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-D-16.wav,train,0.0,2.0,data\features\esc50\2-109371-D-16_seg00.npy
data\segments\esc50\2-109371-D-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-D-16.wav,train,1.0,3.0,data\features\esc50\2-109371-D-16_seg01.npy
data\segments\esc50\2-109371-D-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-D-16.wav,train,2.0,4.0,data\features\esc50\2-109371-D-16_seg02.npy
data\segments\esc50\2-109371-D-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109371-D-16.wav,train,3.0,5.0,data\features\esc50\2-109371-D-16_seg03.npy
data\segments\esc50\2-109374-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109374-A-16.wav,train,0.0,2.0,data\features\esc50\2-109374-A-16_seg00.npy
data\segments\esc50\2-109374-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109374-A-16.wav,train,1.0,3.0,data\features\esc50\2-109374-A-16_seg01.npy
data\segments\esc50\2-109374-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109374-A-16.wav,train,2.0,4.0,data\features\esc50\2-109374-A-16_seg02.npy
data\segments\esc50\2-109374-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\2-109374-A-16.wav,train,3.0,5.0,data\features\esc50\2-109374-A-16_seg03.npy
data\segments\esc50\2-117625-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\2-117625-A-10.wav,train,0.0,2.0,data\features\esc50\2-117625-A-10_seg00.npy
data\segments\esc50\2-117625-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\2-117625-A-10.wav,train,1.0,3.0,data\features\esc50\2-117625-A-10_seg01.npy
data\segments\esc50\2-117625-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\2-117625-A-10.wav,train,2.0,4.0,data\features\esc50\2-117625-A-10_seg02.npy
data\segments\esc50\2-117625-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\2-117625-A-10.wav,train,3.0,5.0,data\features\esc50\2-117625-A-10_seg03.npy
data\segments\esc50\2-122066-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-A-45.wav,train,0.0,2.0,data\features\esc50\2-122066-A-45_seg00.npy
data\segments\esc50\2-122066-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-A-45.wav,train,1.0,3.0,data\features\esc50\2-122066-A-45_seg01.npy
data\segments\esc50\2-122066-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\2-122066-A-45.wav,train,2.0,4.0,data\features\esc50\2-122066-A-45_seg02.npy
